Key,Id,Chinese (Simplified)(zh-Hans),Chinese (Traditional)(zh-Hant)
Conversation-25-04-06,,"敌人似乎怕我们发现这一点，所以刚才那家伙企图施用魔法让火山爆发，彻底毁灭这条通道，但这样也会毁了恶魔族的栖息之地。。幸好你们及时抵达，才没有让那家伙得逞。","敌人似乎怕我们发现这一点，所以刚才那家伙企图施用魔法让火山爆发，彻底毁灭这条通道，但这样也会毁了恶魔族的栖息之地。。幸好你们及时抵达，才没有让那家伙得逞。"
Conversation-25-04-07,,"好极了，咱们赶快前往遗迹吧，这次绝不能再让敌人抢先了！","好极了，咱们赶快前往遗迹吧，这次绝不能再让敌人抢先了！"
Conversation-25-04-08,,"等等！","等等！"
Conversation-25-04-09,,"咦，敌方还有漏网之鱼吗？","咦，敌方还有漏网之鱼吗？"
Conversation-25-04-10,,"别误会，我是来加入你们一行的。","别误会，我是来加入你们一行的。"
Conversation-25-04-11,,"你会说人类的语言？这可有趣了。","你会说人类的语言？这可有趣了。"
Conversation-25-04-12,,"我是当今恶魔族之王卡尔根的弟弟，王家魔法师亚齐梅吉。我平日对人类和大陆上的其他种族有很深的研究，所以通晓你们的语言。","我是当今恶魔族之王卡尔根的弟弟，王家魔法师亚齐梅吉。我平日对人类和大陆上的其他种族有很深的研究，所以通晓你们的语言。"
Conversation-25-04-13,,"你的种族刚刚才联合火魔神与我们为敌，为何现在你又要加入我们？","你的种族刚刚才联合火魔神与我们为敌，为何现在你又要加入我们？"
Conversation-25-04-14,,"我族并不是故意要与你们为敌，因为敌人以邪法控制了王兄的神智，籍以命令我族的战士来抵挡你们的攻势。我看穿这一点之后，敌人便假王兄之手将我监禁起来，还好你们阻止了他们，不然整个恶魔族可能会就此灭亡。","我族并不是故意要与你们为敌，因为敌人以邪法控制了王兄的神智，籍以命令我族的战士来抵挡你们的攻势。我看穿这一点之后，敌人便假王兄之手将我监禁起来，还好你们阻止了他们，不然整个恶魔族可能会就此灭亡。"
Conversation-25-04-15,,"原来如此，你对敌人的所知有多少？","原来如此，你对敌人的所知有多少？"
Conversation-25-04-16,,"我相信他们和古代人的遗迹以及黄金城绝对有关连，他们可能是从附近的遗迹来到这个世界的，所以当务之急是经由本地的通道前往遗迹，以免他们再度增援。","我相信他们和古代人的遗迹以及黄金城绝对有关连，他们可能是从附近的遗迹来到这个世界的，所以当务之急是经由本地的通道前往遗迹，以免他们再度增援。"
Conversation-25-04-17,,"好极了，那接下来便由你来带路了。","好极了，那接下来便由你来带路了。"
Conversation-25-04-18,,"乐意之至！我们这就走吧！","乐意之至！我们这就走吧！"
