Key,Id,Chinese (Simplified)(zh-Hans),Chinese (Traditional)(zh-Hant)
Conversation-05-06-09,,"索尔，现在怪希莉亚也没用，还是想想下一步该怎么做吧。","索尔，现在怪希莉亚也没用，还是想想下一步该怎么做吧。"
Conversation-05-06-10,,"索尔，我也不好意思再麻烦你们了，不如。。。。","索尔，我也不好意思再麻烦你们了，不如。。。。"
Conversation-05-06-11,,"别急嘛！我还知道有另一个方法可以医治悠妮小姐的失忆症，想不想试试看啊？","别急嘛！我还知道有另一个方法可以医治悠妮小姐的失忆症，想不想试试看啊？"
Conversation-05-06-12,,"有附带条件吧？","有附带条件吧？"
Conversation-05-06-13,,"别说这么难听嘛！是这样的拉，有个叫约拿的贤者住在南部的大港普里兹，他见多识广，应该知道怎么医治悠妮小姐的失忆症吧！","别说这么难听嘛！是这样的拉，有个叫约拿的贤者住在南部的大港普里兹，他见多识广，应该知道怎么医治悠妮小姐的失忆症吧！"
Conversation-05-06-14,,"所以你就。。","所以你就。。"
Conversation-05-06-15,,"我正好也要到普里兹港去找约拿，这一带最近都不怎么安宁，所以我想和你们结伴而行，如此就可以互相照顾拉。你们放心，我自己有带护卫随行，不会太麻烦你们的。","我正好也要到普里兹港去找约拿，这一带最近都不怎么安宁，所以我想和你们结伴而行，如此就可以互相照顾拉。你们放心，我自己有带护卫随行，不会太麻烦你们的。"
Conversation-05-06-16,,"这样妥当吗？","这样妥当吗？"
Conversation-05-06-17,,"既然是要治好悠妮的失忆症，我想什么办法都值得一试。","既然是要治好悠妮的失忆症，我想什么办法都值得一试。"
Conversation-05-06-18,,"说的也是。那我们就一起去找约拿吧！还有，希莉亚，你今后打算怎么办呢？","说的也是。那我们就一起去找约拿吧！还有，希莉亚，你今后打算怎么办呢？"
Conversation-05-06-19,,"我还是跟着你们吧，多少也可以帮上一些忙。而且和你们同行，总是会遇到不少有趣的事呢！","我还是跟着你们吧，多少也可以帮上一些忙。而且和你们同行，总是会遇到不少有趣的事呢！"
Conversation-05-06-20,,"这个疯丫头真是。。不管了，我们上路吧！","这个疯丫头真是。。不管了，我们上路吧！"
