Key,Id,Chinese (Simplified)(zh-Hans),Chinese (Traditional)(zh-Hant)
Conversation-23-02-21,,"这是一件很久以前的往事了。。。。那时罗得曼将军还在禁卫军统领任内，而我才划成为禁卫军骑士不久。。。","这是一件很久以前的往事了。。。。那时罗得曼将军还在禁卫军统领任内，而我才划成为禁卫军骑士不久。。。"
Conversation-23-02-22,,"啊！我想起来了！那时前辈你向将军他。。。","啊！我想起来了！那时前辈你向将军他。。。"
Conversation-23-02-23,,"是的，那时太年轻的我被感情冲昏了头，在大庭广众面前向将军表明爱意。但是将军的夫人妮莉公主是陛下最小的妹妹，我这么做让他非常为难，结果将军向陛下请调边疆，就只为了避开我。。。。","是的，那时太年轻的我被感情冲昏了头，在大庭广众面前向将军表明爱意。但是将军的夫人妮莉公主是陛下最小的妹妹，我这么做让他非常为难，结果将军向陛下请调边疆，就只为了避开我。。。。"
Conversation-23-02-24,,"原来是这样。","原来是这样。"
Conversation-23-02-25,,"那时的我伤心欲绝，虽然把全部心思用在剑术上，仍然忘不了这件事，因此才离开骑士团到深山中修练。。这么多年以后，我已经不在释怀，但将军还这么在乎，你们就可以知道当年我让他多么困扰了。","那时的我伤心欲绝，虽然把全部心思用在剑术上，仍然忘不了这件事，因此才离开骑士团到深山中修练。。这么多年以后，我已经不在释怀，但将军还这么在乎，你们就可以知道当年我让他多么困扰了。"
Conversation-23-02-26,,"没关系！密蒂前辈，将军的份就算是由你代替了，今后你不但是为了大家而战，也是为了将军而战，过去的遗悾和感伤，就让它在战阵中烟消云散！","没关系！密蒂前辈，将军的份就算是由你代替了，今后你不但是为了大家而战，也是为了将军而战，过去的遗悾和感伤，就让它在战阵中烟消云散！"
Conversation-23-02-27,,"。。索尔，谢谢你。我会记住这句话的。","。。索尔，谢谢你。我会记住这句话的。"
Conversation-23-02-28,,"老友，我很希望能与你们同行，可是我是受陛下的任命，在此担任边防将军，除非有陛下的谕命，否则擅离职守视同抗命。","老友，我很希望能与你们同行，可是我是受陛下的任命，在此担任边防将军，除非有陛下的谕命，否则擅离职守视同抗命。"
Conversation-23-02-29,,"是这样吗？。。真是遗憾，我本来以为可以再看到你昔日的英姿呢。。。。","是这样吗？。。真是遗憾，我本来以为可以再看到你昔日的英姿呢。。。。"
Conversation-23-02-30,,"这也是件没办法的事。。老友，保重！我得回城了。愿你们此行顺利，平安归来。","这也是件没办法的事。。老友，保重！我得回城了。愿你们此行顺利，平安归来。"
Conversation-23-02-32,,"是吗？难得听你这样夸赞我，如果我这把老骨头还能派得上用场，那当然是乐意之至。哈哈哈！","是吗？难得听你这样夸赞我，如果我这把老骨头还能派得上用场，那当然是乐意之至。哈哈哈！"
Conversation-23-02-33,,"太好了！我知道罗德曼将军的战技一直都是没话说的！","太好了！我知道罗德曼将军的战技一直都是没话说的！"
Conversation-23-02-34,,"咦，你不是。。你不是希莉亚公主吗？为何殿下。。会在这里？","咦，你不是。。你不是希莉亚公主吗？为何殿下。。会在这里？"
Conversation-23-02-35,,"将军你都可以跷班来考古了，我怎么可以待在宫里发呆呢？","将军你都可以跷班来考古了，我怎么可以待在宫里发呆呢？"
Conversation-23-02-36,,"好了，别大惊小怪了，为了解决这件事情，王国的强者勇士几乎都到齐了，我们先想想接下来要怎么办吧！","好了，别大惊小怪了，为了解决这件事情，王国的强者勇士几乎都到齐了，我们先想想接下来要怎么办吧！"
Conversation-23-02-37,,"。。我试了一下，这小丘上的法阵好象对这法杖上的魔力有反应，所以我想实验看看，看能不能让它飞起来。","。。我试了一下，这小丘上的法阵好象对这法杖上的魔力有反应，所以我想实验看看，看能不能让它飞起来。"
Conversation-23-02-38,,"快试，快试！我等不及要看了！","快试，快试！我等不及要看了！"
Conversation-23-02-39,,"好吧，那我现在就开始。。米洛耶尔。。希里卡恩。。耶。。哈洛纳！","好吧，那我现在就开始。。米洛耶尔。。希里卡恩。。耶。。哈洛纳！"
Conversation-23-02-40,,"地震了！哇啊啊，好可怕！","地震了！哇啊啊，好可怕！"
Conversation-23-02-41,,"可能要起飞了，大家站稳！","可能要起飞了，大家站稳！"
Conversation-23-02-42,,"哇！飞了，飞了！","哇！飞了，飞了！"
Conversation-23-02-43,,"真是神奇！古代人的智慧和力量，果然不是我们所能想象的。","真是神奇！古代人的智慧和力量，果然不是我们所能想象的。"
Conversation-23-02-44,,"这飞行岩开始告诉飞行了。。希尔法，你知道它要飞到哪里去吗？","这飞行岩开始告诉飞行了。。希尔法，你知道它要飞到哪里去吗？"
Conversation-23-02-45,,"啊？这。。我也不太清楚，我只有使用这法杖启动它而已，现在。。现在它是在飞它自己的。","啊？这。。我也不太清楚，我只有使用这法杖启动它而已，现在。。现在它是在飞它自己的。"
Conversation-23-02-46,,"那。。那怎么办？我们总不能就这样一直飞下去吧！","那。。那怎么办？我们总不能就这样一直飞下去吧！"
Conversation-23-02-47,,"别紧张。。。。这飞天丘总会飞到一个目的地的，这是在很久以前就已经决定好了的。。。。","别紧张。。。。这飞天丘总会飞到一个目的地的，这是在很久以前就已经决定好了的。。。。"
Conversation-23-02-48,,"悠妮小姐，你知道和这飞行岩有关的事吗？","悠妮小姐，你知道和这飞行岩有关的事吗？"
Conversation-23-02-49,,"好象有点印象。。。","好象有点印象。。。"
Conversation-23-02-50,,"既然悠妮这么说，我们就静观其变吧！看看这玩意到底会把我们带到哪里去！","既然悠妮这么说，我们就静观其变吧！看看这玩意到底会把我们带到哪里去！"
Conversation-23-02-51,,"呀呼！这样飞真是过瘾呢！","呀呼！这样飞真是过瘾呢！"
