Key,Id,Chinese (Simplified)(zh-Hans),Chinese (Traditional)(zh-Hant)
Conversation-02-03-08,,"这是怎么一回事？","这是怎么一回事？"
Conversation-02-03-09,,"简单的来说，我们在森林捡到了悠妮这女孩。。。。","简单的来说，我们在森林捡到了悠妮这女孩。。。。"
Conversation-02-03-10,,"捡？","捡？"
Conversation-02-03-11,,"不对不对，是找到了悠妮，虽然失去了记忆，但是我们相信她是这马拉大陆的人，甚至是某王国的公主也说不定，因此设法渡海送她回来。","不对不对，是找到了悠妮，虽然失去了记忆，但是我们相信她是这马拉大陆的人，甚至是某王国的公主也说不定，因此设法渡海送她回来。"
Conversation-02-03-12,,"奇怪了，这大陆上就只有一个亚可斯王国，而这个王国的公主就。。。。","奇怪了，这大陆上就只有一个亚可斯王国，而这个王国的公主就。。。。"
Conversation-02-03-13,,"就怎样？","就怎样？"
Conversation-02-03-14,,"没，没什么啦。这样吧，我知道那里有人能医治失忆症，我可以带你们去，不过。。。要附带一个条件哦。","没，没什么啦。这样吧，我知道那里有人能医治失忆症，我可以带你们去，不过。。。要附带一个条件哦。"
Conversation-02-03-15,,"先说来听，我们会尽量想办法的！","先说来听，我们会尽量想办法的！"
Conversation-02-03-16,,"其实也很简单，就是要带我一起去。","其实也很简单，就是要带我一起去。"
Conversation-02-03-17,,"这。。。。。","这。。。。。"
Conversation-02-03-18,,"小姐，这可不是好玩的，你一个年轻女孩子跟着我们，恐怕会倒大霉哦！","小姐，这可不是好玩的，你一个年轻女孩子跟着我们，恐怕会倒大霉哦！"
Conversation-02-03-19,,"小看我的本领，你才准备倒大霉呢。怎样？接不接受我的条件啊？","小看我的本领，你才准备倒大霉呢。怎样？接不接受我的条件啊？"
Conversation-02-03-20,,"索尔大哥，现在强盗也不知何时会再来，把一个女孩子就这样丢在这里太危险了，我看还是先带他离开的好。","索尔大哥，现在强盗也不知何时会再来，把一个女孩子就这样丢在这里太危险了，我看还是先带他离开的好。"
Conversation-02-03-21,,"是啊，索尔，悠妮的事必须尽快解决，大不了我们多为她操分心就是啦。","是啊，索尔，悠妮的事必须尽快解决，大不了我们多为她操分心就是啦。"
Conversation-02-03-22,,"好吧！不过小姐你给我听好，你是负责带路的，别给我们添麻烦。知道吗？","好吧！不过小姐你给我听好，你是负责带路的，别给我们添麻烦。知道吗？"
Conversation-02-03-23,,"没问题！走吧走吧，我来带路！往这边！","没问题！走吧走吧，我来带路！往这边！"
Conversation-02-03-24,,"真是没办法，哎！","真是没办法，哎！"
Conversation-02-91-01,,"啊。。。。","啊。。。。"
Conversation-02-92-01,,"啊。。啊。。。。","啊。。啊。。。。"
Conversation-02-93-01,,"啊。。。。","啊。。。。"
Conversation-02-94-01,,"啊。。。啊啊。。。","啊。。。啊啊。。。"
Conversation-02-95-01,,"啊啊。。。。。。","啊啊。。。。。。"
Conversation-02-96-01,,"啊。。。。","啊。。。。"
