Key,Id,Chinese (Simplified)(zh-Hans),Chinese (Traditional)(zh-Hant)
Conversation-17-03-03,,"你也知道「魔眼之石」的事？","你也知道「魔眼之石」的事？"
Conversation-17-03-04,,"恩，自从我知道某个古老的传说以来，就一直在追寻其中的秘密。但为什么这些家伙会拥有其中之一？。。。","恩，自从我知道某个古老的传说以来，就一直在追寻其中的秘密。但为什么这些家伙会拥有其中之一？。。。"
Conversation-17-03-05,,"我们也正在调查这一点，目前可以肯定的是，这绝对不会是什么好事。。恩，这件事还是等打完仗再来谈好了。。。。 ","我们也正在调查这一点，目前可以肯定的是，这绝对不会是什么好事。。恩，这件事还是等打完仗再来谈好了。。。。 "
Conversation-17-03-06,,"也好，反正这场仗已是胜利在望了！","也好，反正这场仗已是胜利在望了！"
Conversation-17-04-01,,"原来我们打倒的家伙叫做冰魔神，看来和你们上次救出国王时遇到的地魔神是一伙的。他们真正的目的究竟为何，现在仍然是一个谜，看来我们还有好长一段路要走。。。。各位可愿意和我继续一起追索这批邪恶之徒？","原来我们打倒的家伙叫做冰魔神，看来和你们上次救出国王时遇到的地魔神是一伙的。他们真正的目的究竟为何，现在仍然是一个谜，看来我们还有好长一段路要走。。。。各位可愿意和我继续一起追索这批邪恶之徒？"
Conversation-17-04-02,,"可是。。我们原先是要找贤者约拿，请他意旨悠妮小姐的失忆症的。。。","可是。。我们原先是要找贤者约拿，请他意旨悠妮小姐的失忆症的。。。"
Conversation-17-04-03,,"约拿？他就是这次调查行动的发起人啊！他以各种方法召集了马拉大陆各地的勇士能人，一起向这个未知的阴谋和其计划者挑战，难道你们不知道此事？","约拿？他就是这次调查行动的发起人啊！他以各种方法召集了马拉大陆各地的勇士能人，一起向这个未知的阴谋和其计划者挑战，难道你们不知道此事？"
Conversation-17-04-04,,"约拿确是有请我前往北方的黑森林与他会合，但他并没有说明原因。。。。现在我总算明白了！","约拿确是有请我前往北方的黑森林与他会合，但他并没有说明原因。。。。现在我总算明白了！"
Conversation-17-05-01,,"原来我们打倒的家伙叫做水魔神，看来和你们上次救出国王时遇到的地魔神是一伙的。他们真正的目的究竟为何，现在仍然是一个谜。。 ","原来我们打倒的家伙叫做水魔神，看来和你们上次救出国王时遇到的地魔神是一伙的。他们真正的目的究竟为何，现在仍然是一个谜。。 "
Conversation-17-05-02,,"蜜蒂阁下，那您往后有什么打算？","蜜蒂阁下，那您往后有什么打算？"
Conversation-17-05-03,,"继续追查敌人的底细。此行有什么危险，你们现在应该很清楚了，如果爱惜性命的话，就到此为止比较好。塞可邦勒，他们就交给你了，时间紧迫，我得先走一步。。。","继续追查敌人的底细。此行有什么危险，你们现在应该很清楚了，如果爱惜性命的话，就到此为止比较好。塞可邦勒，他们就交给你了，时间紧迫，我得先走一步。。。"
Conversation-17-06-01,,"小伙子们！是你们一行打败冰魔神的吗？","小伙子们！是你们一行打败冰魔神的吗？"
Conversation-17-06-02,,"这还需要怀疑吗？对了，你是从哪里跑出来的？和冰魔神是一伙的吗？","这还需要怀疑吗？对了，你是从哪里跑出来的？和冰魔神是一伙的吗？"
Conversation-17-06-03,,"别误会，我是龙人族的剑士凯拉斯，奉命前来冰岛调查时不小心中了这些杂碎的奸计，一直被关在地下的冰穴中；不久前我才设法挣脱绳结跑出来。","别误会，我是龙人族的剑士凯拉斯，奉命前来冰岛调查时不小心中了这些杂碎的奸计，一直被关在地下的冰穴中；不久前我才设法挣脱绳结跑出来。"
Conversation-17-06-04,,"冰魔神和其部下确实已被我们打倒了，我想你可以放心了。","冰魔神和其部下确实已被我们打倒了，我想你可以放心了。"
Conversation-17-06-05,,"这样吗？能够打倒冰魔神，真是一件了不起的成就。。。。不过你们为什么要与他们作对呢？","这样吗？能够打倒冰魔神，真是一件了不起的成就。。。。不过你们为什么要与他们作对呢？"
Conversation-17-06-06,,"这哪需要理由！那些家伙在大陆各地胡做非为，我们的目的虽然是寻找贤者约拿，但是看到他们的种种恶行，怎么可以置之不理？","这哪需要理由！那些家伙在大陆各地胡做非为，我们的目的虽然是寻找贤者约拿，但是看到他们的种种恶行，怎么可以置之不理？"
Conversation-17-06-07,,"我们一路上与敌人交战，不但因此交了不少战友，战记也大为提升，而约拿恰巧也在调查此事，我们的方向正好与他不谋而合。","我们一路上与敌人交战，不但因此交了不少战友，战记也大为提升，而约拿恰巧也在调查此事，我们的方向正好与他不谋而合。"
Conversation-17-06-08,,"原来如此。。我族之王圣寇拉斯也受到约拿之邀出面调查此事，因此他与我分头前往冰岛和西方的沙漠，想查明敌人的底细，结果我没料到敌人大军聚集于此，一下子就被抓了。。 ","原来如此。。我族之王圣寇拉斯也受到约拿之邀出面调查此事，因此他与我分头前往冰岛和西方的沙漠，想查明敌人的底细，结果我没料到敌人大军聚集于此，一下子就被抓了。。 "
Conversation-17-06-09,,"圣寇拉斯陛下竟然也亲自出马了，看来事态一定非同小可。","圣寇拉斯陛下竟然也亲自出马了，看来事态一定非同小可。"
Conversation-17-06-10,,"是啊！只是我有负陛下使命被关了这么多天，约定的日期早过了，也不知道接下来该怎么办。。。","是啊！只是我有负陛下使命被关了这么多天，约定的日期早过了，也不知道接下来该怎么办。。。"
Conversation-17-06-11,,"那你干脆加入我们一行好了，反正陛下迟早也会和贤者约拿会合，和我们一起去找约拿，不是也一样可以找到陛下吗？","那你干脆加入我们一行好了，反正陛下迟早也会和贤者约拿会合，和我们一起去找约拿，不是也一样可以找到陛下吗？"
Conversation-17-06-12,,"你说的有道理，不过不知道这些朋友们。。。。","你说的有道理，不过不知道这些朋友们。。。。"
Conversation-17-06-13,,"龙人战士是尊贵的武士，既然目的一致，我们当然欢迎你加入！","龙人战士是尊贵的武士，既然目的一致，我们当然欢迎你加入！"
Conversation-17-06-14,,"是啊！被抓并不可耻，这笔帐以后再和敌人清算就行了。","是啊！被抓并不可耻，这笔帐以后再和敌人清算就行了。"
Conversation-17-06-15,,"多谢各位！剑士凯拉斯，以后请多多指教。","多谢各位！剑士凯拉斯，以后请多多指教。"
Conversation-17-06-16,,"好极了，又多了一个新伙伴，不过，我可不想继续待在这个光秃秃的冰岛上，索非亚，我们下一步该怎么走？","好极了，又多了一个新伙伴，不过，我可不想继续待在这个光秃秃的冰岛上，索非亚，我们下一步该怎么走？"
Conversation-17-06-17,,"应该是再往北经过山道，前往史威特平原。。。","应该是再往北经过山道，前往史威特平原。。。"
Conversation-17-06-18,,"那时条满偏僻的山道，知道的人不多，想必往后的旅程会比较平静了。哈哈哈！","那时条满偏僻的山道，知道的人不多，想必往后的旅程会比较平静了。哈哈哈！"
Conversation-17-06-19,,"但愿如此。我们这就上路吧","但愿如此。我们这就上路吧"
