Key,Id,Chinese (Simplified)(zh-Hans),Chinese (Traditional)(zh-Hant)
Conversation-20-02-06,,"是的，我们这一支精灵族住要亚述森林，世代负责守护圣地。最近季节的黑暗军似想进攻圣灵之塔，长老深恐我们的兵力抵挡不住，所以派遣我们向哈斯米尔求救，没想到地方已在此布下陷阱。。 ","是的，我们这一支精灵族住要亚述森林，世代负责守护圣地。最近季节的黑暗军似想进攻圣灵之塔，长老深恐我们的兵力抵挡不住，所以派遣我们向哈斯米尔求救，没想到地方已在此布下陷阱。。 "
Conversation-20-02-07,,"圣灵之塔究竟有什么秘密，值得那些家伙拼命进攻？","圣灵之塔究竟有什么秘密，值得那些家伙拼命进攻？"
Conversation-20-02-08,,"我们也不知道，因为那里已有数百年没人进去过了。。。。不过长老深信黑暗军一旦攻占圣灵之塔，后果一定不堪设想，所以严令我们务必死守。","我们也不知道，因为那里已有数百年没人进去过了。。。。不过长老深信黑暗军一旦攻占圣灵之塔，后果一定不堪设想，所以严令我们务必死守。"
Conversation-20-02-09,,"原来如此。哈斯米尔也遭到敌方死伤惨重，救兵可以不必去求了，我们这就去亚述森林增援。","原来如此。哈斯米尔也遭到敌方死伤惨重，救兵可以不必去求了，我们这就去亚述森林增援。"
Conversation-20-02-10,,"谢谢你们！这样我们就可以放心的回去覆命了！","谢谢你们！这样我们就可以放心的回去覆命了！"
Conversation-20-02-11,,"恩，看来你似乎是个忍者，这个职业现在已经不多见了。。。。你往后有何打算？","恩，看来你似乎是个忍者，这个职业现在已经不多见了。。。。你往后有何打算？"
Conversation-20-02-12,,"我在这森林中隐居多年，这些年来的和平生活，让我以为这一身技艺已经没有用了，现在我发现这种想法好象是错了。。如果你们不介意的话，我愿意加入你们，与黑暗军周旋到底！","我在这森林中隐居多年，这些年来的和平生活，让我以为这一身技艺已经没有用了，现在我发现这种想法好象是错了。。如果你们不介意的话，我愿意加入你们，与黑暗军周旋到底！"
Conversation-20-02-13,,"与黑暗军对阵，人手再多也不会嫌够的。欢迎加入！","与黑暗军对阵，人手再多也不会嫌够的。欢迎加入！"
Conversation-20-03-01,,"嘎吼吱！希哩呼咯噜。。。","嘎吼吱！希哩呼咯噜。。。"
Conversation-20-03-02,,"这不是下等魔族么？怎么会在此出现？","这不是下等魔族么？怎么会在此出现？"
Conversation-20-03-03,,"看起来好象没有敌意的样子，只可惜我不懂魔族的语言。。。。 ","看起来好象没有敌意的样子，只可惜我不懂魔族的语言。。。。 "
Conversation-20-03-04,,"你说什么？我听不清楚，稍等一下。","你说什么？我听不清楚，稍等一下。"
Conversation-20-03-05,,"嘎呼吱！希哩呼咯噜。。。","嘎呼吱！希哩呼咯噜。。。"
Conversation-20-03-06,,"恩，恩。。。。我明白了，我会向他们替你求情的。","恩，恩。。。。我明白了，我会向他们替你求情的。"
Conversation-20-03-07,,"悠妮，你懂它们的话？","悠妮，你懂它们的话？"
Conversation-20-03-08,,"是的，我听得懂他在说些什么，不过我不知道为何我听的懂。。。","是的，我听得懂他在说些什么，不过我不知道为何我听的懂。。。"
Conversation-20-03-09,,"没关系，悠妮小姐，他和你说了些什么？","没关系，悠妮小姐，他和你说了些什么？"
Conversation-20-03-10,,"他说他叫达克塞，是下等魔族战士，因为对首领的命令产生了怀疑，而被处以监禁的刑法，原先是由「死亡骷髅」所看管，后来我们打到了负责放手死之沼泽的敌军，他才乘乱逃了出来。","他说他叫达克塞，是下等魔族战士，因为对首领的命令产生了怀疑，而被处以监禁的刑法，原先是由「死亡骷髅」所看管，后来我们打到了负责放手死之沼泽的敌军，他才乘乱逃了出来。"
Conversation-20-03-11,,"恶魔族也牵涉其中吗？这比我想象的还麻烦。。。。那么，这位达克塞先生对我们有何指教呢？","恶魔族也牵涉其中吗？这比我想象的还麻烦。。。。那么，这位达克塞先生对我们有何指教呢？"
Conversation-20-03-12,,"他说魔族已遭人以某种方式操纵，他希望能加入我们一行，拯救恶魔族免于毁灭的命运。","他说魔族已遭人以某种方式操纵，他希望能加入我们一行，拯救恶魔族免于毁灭的命运。"
Conversation-20-03-13,,"恶魔族能够信任吗？何况又是下等的恶魔。。。。","恶魔族能够信任吗？何况又是下等的恶魔。。。。"
Conversation-20-03-14,,"没关系！只要有新对抗黑暗军者，都可以加入我们一行！我们要先能相信别人，才能得到别人的信任。不是吗？","没关系！只要有新对抗黑暗军者，都可以加入我们一行！我们要先能相信别人，才能得到别人的信任。不是吗？"
Conversation-20-03-15,,"遗憾的是，现在没时间欢迎新人了，事态紧急，我们得立刻赶往亚述森林。","遗憾的是，现在没时间欢迎新人了，事态紧急，我们得立刻赶往亚述森林。"
Conversation-20-03-16,,"没问题！我们上路罗！","没问题！我们上路罗！"
