Key,Id,Chinese (Simplified)(zh-Hans),Chinese (Traditional)(zh-Hant)
Conversation-01-07-06,,"哎！老爹您的这个请求当然是没有问题的啦！悠妮你说是不是？","哎！老爹您的这个请求当然是没有问题的啦！悠妮你说是不是？"
Conversation-01-07-07,,"多一个同伴，路上也比较热闹啊！","多一个同伴，路上也比较热闹啊！"
Conversation-01-07-08,,"真是太谢谢各位了。#小子阿，来向大家打个招呼！","真是太谢谢各位了。#小子阿，来向大家打个招呼！"
Conversation-01-07-09,,"我。。我叫哈诺。以后请。。请大家多多指教。","我。。我叫哈诺。以后请。。请大家多多指教。"
Conversation-01-07-10,,"以后我们就是伙伴了。#平时我们要好好相处，遇到危机时要同心协力，好吗？","以后我们就是伙伴了。#平时我们要好好相处，遇到危机时要同心协力，好吗？"
Conversation-01-07-11,,"好。。好的。","好。。好的。"
Conversation-01-07-12,,"涨潮的时间也差不多到了，你们可以准备上路了。#我这小子就拜托你们啦！","涨潮的时间也差不多到了，你们可以准备上路了。#我这小子就拜托你们啦！"
Conversation-01-07-13,,"老爹您放心吧！我们走喽！","老爹您放心吧！我们走喽！"
Conversation-01-91-01,,"老爸，我。。。我不行啦！","老爸，我。。。我不行啦！"
Conversation-01-91-02,,"小子，你先回屋子休息一下吧！这里有老爸挡着！","小子，你先回屋子休息一下吧！这里有老爸挡着！"
Conversation-01-91-03,,"那我就先回去了！","那我就先回去了！"
Conversation-01-91-04,,"你们这些该死的海盗，竟敢砍伤我儿子，我和你们拼了！","你们这些该死的海盗，竟敢砍伤我儿子，我和你们拼了！"
Conversation-01-99-01,,"可恨啊！#今日先碰上这群棘手的小子在先，又遇上王国海防队，真是天亡我也！啊。。。","可恨啊！#今日先碰上这群棘手的小子在先，又遇上王国海防队，真是天亡我也！啊。。。"


