Key,Id,Chinese (Simplified)(zh-Hans),Chinese (Traditional)(zh-Hant)
Conversation-18-01-17,,"如果我没记错的话，这是一支叫做「死亡骷髅」的黑暗佣兵团，这些恶名昭彰的家伙转接暗杀和劫掠的生意，为了赚血腥钱无所不为！","如果我没记错的话，这是一支叫做「死亡骷髅」的黑暗佣兵团，这些恶名昭彰的家伙转接暗杀和劫掠的生意，为了赚血腥钱无所不为！"
Conversation-18-01-18,,"我想起来了，以前我们王国骑士团曾对他们发动过一次清剿，自那之后就没再听过他们的消息了。","我想起来了，以前我们王国骑士团曾对他们发动过一次清剿，自那之后就没再听过他们的消息了。"
Conversation-18-01-19,,"他们在次出现，难道是为了约拿先生而来？。。。。糟了，约拿先生有危险！","他们在次出现，难道是为了约拿先生而来？。。。。糟了，约拿先生有危险！"
Conversation-18-01-20,,"敌人人数不少，我们赶快过去支援！走吧！","敌人人数不少，我们赶快过去支援！走吧！"
Conversation-18-01-21,,"约拿先生，出现在桥彼端的似乎是「死亡骷髅」佣兵团，这批佣兵应该是冲着我们来的。","约拿先生，出现在桥彼端的似乎是「死亡骷髅」佣兵团，这批佣兵应该是冲着我们来的。"
Conversation-18-01-22,,"是么？敌人终于下杀手了。。也好，我好久没活动这把老骨头啦，还可以顺便看看小子们的表现，兰斯洛特，你应该没问题吧？ ","是么？敌人终于下杀手了。。也好，我好久没活动这把老骨头啦，还可以顺便看看小子们的表现，兰斯洛特，你应该没问题吧？ "
Conversation-18-01-23,,"请您放心，不管情势如何，我都誓以生命来保护您的安全。","请您放心，不管情势如何，我都誓以生命来保护您的安全。"
Conversation-18-01-24,,"不用这么客气，这又不是我们第一次联手。。。。敌人来了，我们小心迎战吧！","不用这么客气，这又不是我们第一次联手。。。。敌人来了，我们小心迎战吧！"
Conversation-18-02-01,,"好耐命的老头！约拿和那个骑士居然都还活着？","好耐命的老头！约拿和那个骑士居然都还活着？"
Conversation-18-02-02,,"他们好象找来了帮手，弝兄们好象死伤惨重！首领要我们来增援果然是对的。","他们好象找来了帮手，弝兄们好象死伤惨重！首领要我们来增援果然是对的。"
Conversation-18-02-03,,"既然如此，我们就从这里突击他们的后方，和桥上的弟兄左右夹击，让他们插翅也难飞！","既然如此，我们就从这里突击他们的后方，和桥上的弟兄左右夹击，让他们插翅也难飞！"
Conversation-18-02-04,,"好，就这么办！我们上吧！","好，就这么办！我们上吧！"
Conversation-18-03-01,,"可恶。。我的同伴会为我报仇的。。。。等着瞧吧。。。","可恶。。我的同伴会为我报仇的。。。。等着瞧吧。。。"
Conversation-18-03-02,,"多谢大家的帮助！玛琳，索非亚，贝克威，很高兴你们能赶此地与我会合；还有不少我认识的朋友们，我也在此向你们问好。至于几位初次见面的这几位年轻的。。勇士们怎么称呼呢？","多谢大家的帮助！玛琳，索非亚，贝克威，很高兴你们能赶此地与我会合；还有不少我认识的朋友们，我也在此向你们问好。至于几位初次见面的这几位年轻的。。勇士们怎么称呼呢？"
Conversation-18-03-03,,"约拿先生，我叫索尔，这两位是我的好友亚雷斯和悠妮小姐，我໬来自东方的罗特帝亚。","约拿先生，我叫索尔，这两位是我的好友亚雷斯和悠妮小姐，我໬来自东方的罗特帝亚。"
Conversation-18-03-04,,"啊！罗特帝亚吗？那可真是远道而杤。不知道你们为何大老远前来此地？","啊！罗特帝亚吗？那可真是远道而杤。不知道你们为何大老远前来此地？"
Conversation-18-03-05,,"老实说，是想请约拿先生你医治悠妮小姐的失忆症。。","老实说，是想请约拿先生你医治悠妮小姐的失忆症。。"
Conversation-18-03-06,,"失忆症？这可难倒我了，如果是魔法所造成的，我或许还能帮得上忙；但若是头部受伤或是疾病引起的，那就是僧侣分内的工作了。。。。。。不过既然你们都大老远跑来了，我还是帮她看看吧，悠妮小姐，请你过来这边。。","失忆症？这可难倒我了，如果是魔法所造成的，我或许还能帮得上忙；但若是头部受伤或是疾病引起的，那就是僧侣分内的工作了。。。。。。不过既然你们都大老远跑来了，我还是帮她看看吧，悠妮小姐，请你过来这边。。"
Conversation-18-03-07,,"恩。。。。有趣，有趣！这种事我还是第一次见到。。。。","恩。。。。有趣，有趣！这种事我还是第一次见到。。。。"
Conversation-18-03-08,,"约拿先生，怎么样？","约拿先生，怎么样？"
Conversation-18-03-09,,"坏消息是，我无法医治她的失忆症，这有特别的原因；好消息则是，或许我能告诉你她来自何处。","坏消息是，我无法医治她的失忆症，这有特别的原因；好消息则是，或许我能告诉你她来自何处。"
Conversation-18-03-10,,"这样也行，我们本来就是要送她回家的。约拿先生，能告诉我们地点在哪里吗？","这样也行，我们本来就是要送她回家的。约拿先生，能告诉我们地点在哪里吗？"
Conversation-18-03-11,,"现在还不行，因为这涉及我正在调查的古代秘密，我自己也无法确定。。。。不过，也许在这次的事情告一段落之后，我就可以给你们一个确切的答案。","现在还不行，因为这涉及我正在调查的古代秘密，我自己也无法确定。。。。不过，也许在这次的事情告一段落之后，我就可以给你们一个确切的答案。"
Conversation-18-03-12,,"那就是说，我们又得。。。。唉！","那就是说，我们又得。。。。唉！"
Conversation-18-03-13,,"索尔，别叹气啦！我们不如就跟着大家完成这场痛快的大冒险，这种经验以后也很难再有啦！","索尔，别叹气啦！我们不如就跟着大家完成这场痛快的大冒险，这种经验以后也很难再有啦！"
Conversation-18-03-14,,"是啊！索尔，你要是不在了，以后的战斗就没人领导了！","是啊！索尔，你要是不在了，以后的战斗就没人领导了！"
Conversation-18-03-15,,"可是，我只是想赶快回复悠妮的记忆。。。。","可是，我只是想赶快回复悠妮的记忆。。。。"
Conversation-18-03-16,,"没关系。索尔，我一直有种奇异的预感，我觉得。。我觉的好象只要再这样走下去，事情一定会有结果的，所以我想。。我希望能继续这段旅程。。。","没关系。索尔，我一直有种奇异的预感，我觉得。。我觉的好象只要再这样走下去，事情一定会有结果的，所以我想。。我希望能继续这段旅程。。。"
Conversation-18-03-17,,"真。。真的吗？好极了，既然你这么认为，我就没有意见了！","真。。真的吗？好极了，既然你这么认为，我就没有意见了！"
Conversation-18-03-18,,"万岁！索尔他们会留下来了！","万岁！索尔他们会留下来了！"
Conversation-18-03-19,,"索尔，我们以后要靠你出力的地方还很多，欢迎你继续和我们一起奋斗。","索尔，我们以后要靠你出力的地方还很多，欢迎你继续和我们一起奋斗。"
Conversation-18-03-20,,"谢谢大家！","谢谢大家！"
Conversation-18-03-21,,"呵呵呵，这里可不是个叙旧的好地方，前面的路上有个小镇，我们还是先离开这个危险的山崖，去那里好好休息一下吧！","呵呵呵，这里可不是个叙旧的好地方，前面的路上有个小镇，我们还是先离开这个危险的山崖，去那里好好休息一下吧！"
Conversation-18-03-22,,"我同意！大家上路吧！","我同意！大家上路吧！"
