Key,Id,Chinese (Simplified)(zh-Hans),Chinese (Traditional)(zh-Hant)
Conversation-21-03-15,,"等等！希尔法大师，你所说的徽章和宝石，是不是这些？","等等！希尔法大师，你所说的徽章和宝石，是不是这些？"
Conversation-21-03-16,,"啊！蕴含光、暗、火焰、冰和星星之力的五颗宝石....就是这个没错！你们怎么找到这些东西的？","啊！蕴含光、暗、火焰、冰和星星之力的五颗宝石....就是这个没错！你们怎么找到这些东西的？"
Conversation-21-03-17,,"一路上逐一得来的，敌人似乎也对他们感兴趣，所以其中几个费了好大劲才到手。","一路上逐一得来的，敌人似乎也对他们感兴趣，所以其中几个费了好大劲才到手。"
Conversation-21-03-18,,"好极了，我现在就试试这支法杖管不管用。大家让开一些，这可能会有些危险.,..未知的远古的神袛啊，履行契约的时刻到了，请给予这法杖以失落的力量，让被遗忘的道路再次开启....","好极了，我现在就试试这支法杖管不管用。大家让开一些，这可能会有些危险.,..未知的远古的神袛啊，履行契约的时刻到了，请给予这法杖以失落的力量，让被遗忘的道路再次开启...."
Conversation-21-03-19,,"吗那得拉、亚布利加、艼米西德拉、伊多卡那瓦！....","吗那得拉、亚布利加、艼米西德拉、伊多卡那瓦！...."
Conversation-21-03-20,,"瞧，完成了！相信这就是你一直在找的「天空之钥」！","瞧，完成了！相信这就是你一直在找的「天空之钥」！"
Conversation-21-03-21,,"真令人不敢相信，我花了十几年寻找的东西，竟然就这样到手了，这是命运的安排吧....","真令人不敢相信，我花了十几年寻找的东西，竟然就这样到手了，这是命运的安排吧...."
Conversation-21-03-22,,"约拿先生，这个「天空之钥」有什么特别的用途？","约拿先生，这个「天空之钥」有什么特别的用途？"
Conversation-21-03-23,,"我只知道他与古代人的传说有关，据说它开仪打开往天空的道路，至于是用怎样的方式，就没有人知道了。","我只知道他与古代人的传说有关，据说它开仪打开往天空的道路，至于是用怎样的方式，就没有人知道了。"
Conversation-21-03-24,,"哎，好失望，我还以为这下就可以飞上天空了呢！","哎，好失望，我还以为这下就可以飞上天空了呢！"
Conversation-21-03-25,,"索尔，别急，我相信我们真正的敌人必定与这天空之钥有关，我们迟早可以解开这个秘密以及悠妮小姐的来历之谜。","索尔，别急，我相信我们真正的敌人必定与这天空之钥有关，我们迟早可以解开这个秘密以及悠妮小姐的来历之谜。"
Conversation-21-03-26,,"真的吗?..那我就放心了。","真的吗?..那我就放心了。"
Conversation-21-03-27,,"虽然如此，为了避免敌人在塔中玩出什么花样，我们还是马上动身前往巨塔，其他的事以后再说！罗兰，为了增强战斗力起见，你也和我一起去吧！","虽然如此，为了避免敌人在塔中玩出什么花样，我们还是马上动身前往巨塔，其他的事以后再说！罗兰，为了增强战斗力起见，你也和我一起去吧！"
Conversation-21-03-28,,"是的，长老！善后工作交给其他人就可以了。","是的，长老！善后工作交给其他人就可以了。"
Conversation-21-03-29,,"好！我们这就出发罗！","好！我们这就出发罗！"
